word,coef
chậm,0.6102677770111494
đấm,0.6090728351746172
cái,0.6081568631412707
vợ,0.6027410615170019
bần,0.6022050700750717
thấp,0.599727645621054
tai,0.5990576738598115
đmm,0.5990507855659993
ám,0.598920565411348
máy,0.5970832819388788
đầu,0.5964261864958843
nghĩa,0.5901052060840382
ns,0.5900091018149678
dái,0.5899919069134288
kkkkk,0.5899919069134288
bi,0.589530963607253
nhốt,0.5886076153026821
cmn,0.5873272031020166
thể,0.5866272087130437
đa,0.5856592230512965
phang,0.5845489054687748
đốt,0.5834732341689897
đợi,0.5805050656219629
quỷ,0.5792418997912225
bây,0.5776401613783987
sát,0.5774909380265212
trọng,0.5773930321882499
tồi,0.5757547207731297
tệ,0.5757547207731297
cứ,0.5717776003628765
dí,0.571104588987599
nữ,0.5705974271522812
pr,0.5694023425429999
hóa,0.5690538341189177
côn,0.567494559633711
đume,0.5656952052022645
lợn,0.561325712011337
xàm,0.5592376905021806
mượn,0.5577803974333639
bắt,0.5565492783569219
tuyên,0.5547601832760901
đỷ,0.5542406282344556
nhạt,0.5529555362269524
cương,0.5522381232017587
đmmmm,0.5522381232017587
tr,0.5516342602602329
vầy,0.5490049636007178
nhin,0.5470521994974236
đám,0.5454788536869614
đó,0.5454177539324687
lấy,0.5420168723061876
nhiễm,0.5410614964203045
bệnh,0.5399218748997066
ngứa,0.5374933926045671
va,0.5364218764988695
cúng,0.5357129627904557
sạo,0.5313059633981725
vải,0.528007447505097
ngáo,0.5274340989993074
đitconme,0.5257934617557236
chủng,0.5250490859705664
phê,0.525033455011004
lóc,0.5238100235476061
clg,0.5228461806986343
lươn,0.5227249527192532
lẹo,0.5227249527192532
điêu,0.5227249527192532
đell,0.5222182870780101
phủ,0.5219748247574115
tý,0.5201586730168097
chứ,0.5198422263752225
violin,0.5197885875826123
đếch,0.5197885875826123
mặt,0.5196118670718597
tội,0.5191556810240684
đằng,0.5189247434777424
nhung,0.5186245236694019
mat,0.517745237005914
thuốt,0.5162021395739688
khịa,0.5142988471229487
trường,0.5137029782362544
dmcs,0.5100040371638065
witch,0.5081751430233761
tương,0.5072941121860749
may,0.5072743931462981
cat,0.5066450828315527
càng,0.5030762882608536
xóa,0.50284387507985
dịp,0.501515431244345
lăm,0.5008671427102113
thuận,0.5008233787122602
đbuoi,0.4988714895342826
chửa,0.4953964914024064
póng,0.49536624231666804
công,0.4951513966719948
tù,0.4950473514924255
ngột,0.49112450490143844
ngạt,0.49112450490143844
quyết,0.489959196484764
corona,0.48976153439748765
đá,0.4866297421829602
lô,0.4863686210360002
dạo,0.4859979509604014
điệp,0.4851001972915323
bảo,0.4808281149711928
xững,0.47828408867079764
móc,0.4766156239356955
rùi,0.4753733274898518
khá,0.4752157837021591
tâm,0.47345082921124937
uyên,0.4732925912354753
tri,0.4710626664854074
mùi,0.4641467008588087
mixigaming,0.4627021671146764
sửu,0.46037704213886727
9x,0.46037704213886727
gây,0.4602190621138037
dân,0.4590621676358844
giong,0.45753535861940237
luc,0.45715520554608324
bền,0.45641543705174964
chuyê,0.4556297458951362
này,0.45417964768354013
looks,0.45372269514525304
song,0.45354236654404206
củ,0.45285698270178804
bong,0.450162615709311
nt,0.44844930630545254
hồ,0.4449897973470877
biệt,0.44488799008391294
hoi,0.4441504795830703
quất,0.44412668553193313
thù,0.4441240781336618
ni,0.44252918754680837
buoi,0.4417700532895201
cut,0.4417700532895201
ngo,0.44081898021901833
chế,0.43811191774898756
mại,0.43782775355842257
miê,0.43693004669506963
cach,0.4362472791555455
cảthoi,0.43605913720391637
ăncuc,0.43605913720391637
luật,0.43518804081940643
ván,0.43500438863228363
ngỡ,0.434507507588909
fake,0.43303374232173353
xây,0.43110607746567026
nội,0.43105774873174035
xanh,0.43057677151295876
tức,0.4293653020518002
tiệp,0.42910664598837167
dan,0.4288688934998486
viện,0.4273261883710463
quần,0.4257600302023492
tế,0.4251218637724566
nhhir,0.4244473166161379
long,0.4239206432481718
dâm,0.4231835124715739
nhỉnh,0.4229725962766559
như,0.4224324558407987
cuộc,0.422227722633891
đen,0.4208984259090759
cóc,0.41827751287538023
dầy,0.41827751287538023
tuyệt,0.4175688526707501
sánh,0.416446961914328
giông,0.41377155403033106
đảng,0.41257906347367573
thịt,0.4116081842401598
đú,0.4115961679693394
hả,0.41073333331415907
nat,0.4106100757854032
bớt,0.4089501496848877
ây,0.4084095850624361
mixi,0.4083442809564685
chiếc,0.4075939202136414
rãnh,0.4064366128059687
im,0.4064063789700883
dóng,0.4056158928720103
sắp,0.4055491110961859
đuống,0.40468509435007327
thu,0.4034626421463031
gê,0.40317957865466847
gi,0.4004566390786022
gió,0.3946779886596022
đit,0.3946547196532152
thắmm,0.392286666120583
ra,0.3920607660738959
den,0.3912237572455565
câ,0.3910584966103724
hiện,0.3896609253128687
tả,0.3891062810024373
đê,0.38842874388889204
tụi,0.38832445484944683
12,0.38812539359664966
chan,0.3869095578425527
hâ,0.3855122018798826
bích,0.38392166252001747
ozabe,0.38289330635471863
maria,0.38289330635471863
giả,0.38246026725076115
chật,0.3822908421987814
khách,0.3808504231061312
vn,0.3804670955507065
du,0.37960341453581986
chớn,0.3795430007199064
dumanhỏ,0.3795430007199064
dọng,0.37939886292846936
đai,0.377498739445643
ngoáy,0.37650655883543016
trâm,0.37628486012863205
tạo,0.3749263776027974
chịu,0.3719836800152594
khanh,0.3710677319987437
đu,0.3696721167034435
chuồn,0.36834493919979056
liếm,0.36834493919979056
tôn,0.3682095185844283
xéo,0.3676287628765784
ngắn,0.3657875303820304
dục,0.3656748257478165
hỗn,0.3652188074672149
bh,0.36512784704968
mức,0.36299697543633863
xạo,0.36218487137016275
ngoại,0.3619636085637943
can,0.3615825618614831
lài,0.3611234042963068
cặm,0.3611234042963068
shit,0.3611234042963068
nhjeu,0.3607137392239839
mjnh,0.3607137392239839
luat,0.3607137392239839
kinh,0.36045980157730406
sợ,0.360376891714937
thái,0.3596434417885186
đực,0.35848300880660133
thơ,0.3567007234766227
truyền,0.3566589686494224
pa,0.35653290760223866
nạn,0.35640616185865887
xquang,0.3563717087122906
bv,0.3563717087122906
nhâ,0.35611074739704074
dcm,0.35595718584353336
kaka,0.3553543875072128
nặng,0.3550194673341749
my,0.3543012100636285
gọi,0.3541871492946118
thẩm,0.35413890507938345
vff,0.3537347183946904
kề,0.3531913608213721
ngàn,0.35275704969424915
rảnh,0.3518723210114912
líthường,0.3509710297224961
nhau,0.34982237951886513
đờiphong,0.3494847419195981
giáp,0.34887498274368745
tuy,0.34799664312491974
nói,0.3471013954691484
lún,0.3448309055132265
nể,0.3438134361749052
đến,0.33972363424863006
mang,0.33816394797554317
trải,0.33797502347945396
phép,0.337957274015954
tưởng,0.337110734672961
đâunợ,0.33695066950019076
lẹ,0.33695066950019076
lắmnợ,0.33695066950019076
mànợ,0.33695066950019076
miệng,0.3369053493867194
lãnh,0.3361822907619294
ad,0.33586894907165415
quẩy,0.33441625760176746
nónghe,0.3340071886072747
khug,0.3319227157357752
rah,0.3319227157357752
buôi,0.33041801866146236
khét,0.3303313802715702
hau,0.32922049660455716
bến,0.32907731408775115
khau,0.3279331979613906
dọn,0.32779264447656475
xamlol,0.32735520958931996
ng,0.3272436648456719
chán,0.3256044640435271
đô,0.32518626901931613
trạng,0.3247340265793296
tráng,0.3246537733744158
đái,0.32414899894342036
bịp,0.3238298573333036
sông,0.3210025817387322
súc,0.3204431750231855
lai,0.3196647042395949
nồi,0.31894115094251874
thủ,0.3184123834248619
kẻ,0.31812827870018345
hqa,0.3176316402711212
hắn,0.31750545680207587
linsied,0.31750545680207587
địtmẹ,0.31690381398623724
gìđau,0.31690381398623724
giá,0.31631792811190623
cửa,0.3148544427380963
đội,0.3144658946090345
giết,0.3141541047241676
admin,0.3136088702789269
nguồn,0.3127666759576013
độc,0.3114525763954881
niên,0.3110923412578232
thay,0.30988820337365525
xa,0.30927349123893055
bãi,0.30917598842015265
hoá,0.3081495943406179
chả,0.30801109869429566
giò,0.30683958315715015
vlone,0.3051009936778357
nắm,0.30505105891850415
cách,0.303182757217957
la,0.30261975678531644
hú,0.30201027751351467
